YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET
2019,9,9,23,12.93,5.87,9.4
2019,9,10,0,12.99,5.38,9.19
2019,9,10,1,12.97,5.18,9.08
2019,9,10,2,12.69,5.32,9.01
2019,9,10,3,12.37,5.69,9.03
2019,9,10,4,12.11,5.9,9.01
2019,9,10,5,12.0,5.87,8.94
2019,9,10,6,13.24,5.71,9.48
2019,9,10,7,15.74,4.98,10.37
2019,9,10,8,18.37,4.12,11.24
2019,9,10,9,20.87,3.51,12.19
2019,9,10,10,23.24,2.97,13.11
2019,9,10,11,25.37,2.3,13.83
2019,9,10,12,26.99,1.52,14.26
2019,9,10,13,27.9,0.81,14.35
2019,9,10,14,28.13,0.26,14.19
2019,9,10,15,27.54,-0.12,13.71
2019,9,10,16,25.82,-0.21,12.8
2019,9,10,17,22.98,0.21,11.59
2019,9,10,18,19.71,1.06,10.39
2019,9,10,19,17.87,1.98,9.92
2019,9,10,20,16.4,2.9,9.65
2019,9,10,21,15.07,3.76,9.41
2019,9,10,22,13.89,4.55,9.22
2019,9,10,23,12.93,5.35,9.14
2019,9,11,0,12.06,5.88,8.97
2019,9,11,1,11.44,5.94,8.69
2019,9,11,2,11.02,5.65,8.33
2019,9,11,3,10.74,5.38,8.06
2019,9,11,4,10.44,5.27,7.86
2019,9,11,5,10.16,5.29,7.73
2019,9,11,6,12.01,5.05,8.52
2019,9,11,7,15.96,3.58,9.76
2019,9,11,8,19.3,2.0,10.65
2019,9,11,9,22.12,1.01,11.56
2019,9,11,10,24.42,0.13,12.28
2019,9,11,11,26.3,-0.8,12.75
2019,9,11,12,27.65,-1.76,12.95
2019,9,11,13,28.49,-2.46,13.01
2019,9,11,14,28.75,-2.96,12.9
2019,9,11,15,28.37,-3.31,12.53
2019,9,11,16,27.03,-3.22,11.9
2019,9,11,17,23.86,-2.4,10.73
2019,9,11,18,20.01,-0.88,9.56
2019,9,11,19,17.45,0.85,9.15
2019,9,11,20,15.37,2.42,8.89
2019,9,11,21,13.6,3.83,8.72
2019,9,11,22,12.16,4.93,8.55
2019,9,11,23,10.9,5.64,8.27
2019,9,12,0,9.94,5.86,7.9
2019,9,12,1,9.33,5.8,7.57
2019,9,12,2,9.02,5.61,7.31
2019,9,12,3,8.9,5.35,7.13
2019,9,12,4,8.77,5.21,6.99
2019,9,12,5,8.61,5.18,6.89
2019,9,12,6,10.1,5.24,7.67
2019,9,12,7,14.09,5.42,9.76
2019,9,12,8,17.89,4.75,11.32
2019,9,12,9,20.94,3.34,12.14
2019,9,12,10,23.48,1.93,12.7
2019,9,12,11,25.36,0.6,12.98
2019,9,12,12,26.63,-0.52,13.05
2019,9,12,13,27.38,-1.42,12.98
2019,9,12,14,27.55,-2.12,12.72
2019,9,12,15,27.11,-2.56,12.27
2019,9,12,16,25.69,-2.48,11.61
2019,9,12,17,22.51,-1.46,10.53
2019,9,12,18,18.55,0.86,9.7
2019,9,12,19,15.31,3.67,9.49
2019,9,12,20,12.85,5.6,9.23
2019,9,12,21,11.24,6.37,8.8
2019,9,12,22,10.19,6.6,8.39
2019,9,12,23,9.37,6.62,8.0
2019,9,13,0,8.8,6.55,7.67
2019,9,13,1,8.45,6.41,7.43
2019,9,13,2,8.16,6.15,7.16
2019,9,13,3,7.85,5.91,6.88
2019,9,13,4,7.58,5.69,6.64
2019,9,13,5,7.37,5.6,6.49
2019,9,13,6,8.82,5.65,7.23
2019,9,13,7,12.78,5.97,9.37
2019,9,13,8,17.02,5.8,11.4
2019,9,13,9,20.19,4.63,12.41
2019,9,13,10,22.64,3.27,12.96
2019,9,13,11,24.53,1.78,13.15
2019,9,13,12,25.88,0.43,13.15
2019,9,13,13,26.67,-0.67,13.01
2019,9,13,14,26.9,-1.43,12.73
2019,9,13,15,26.4,-1.75,12.33
2019,9,13,16,24.78,-1.24,11.76
2019,9,13,17,21.44,0.55,11.0
2019,9,13,18,17.31,3.59,10.45
2019,9,13,19,14.25,6.39,10.32
2019,9,13,20,12.4,7.51,9.95
2019,9,13,21,11.27,7.64,9.45
2019,9,13,22,10.36,7.62,8.99
2019,9,13,23,9.7,7.51,8.61
2019,9,14,0,9.22,7.37,8.3
2019,9,14,1,8.81,7.2,8.01
2019,9,14,2,8.45,6.98,7.71
2019,9,14,3,8.11,6.72,7.41
2019,9,14,4,7.76,6.47,7.12
2019,9,14,5,7.59,6.21,6.9
2019,9,14,6,9.22,5.94,7.58
2019,9,14,7,13.15,5.13,9.14
2019,9,14,8,17.93,3.19,10.56
2019,9,14,9,20.92,2.3,11.61
2019,9,14,10,23.2,1.73,12.47
2019,9,14,11,24.98,0.98,12.98
2019,9,14,12,26.21,0.26,13.24
2019,9,14,13,26.92,-0.26,13.33
2019,9,14,14,27.12,-0.67,13.23
2019,9,14,15,26.75,-0.87,12.94
2019,9,14,16,25.71,-0.76,12.48
2019,9,14,17,22.5,-0.08,11.21
2019,9,14,18,19.33,0.88,10.1
2019,9,14,19,18.31,1.52,9.91
2019,9,14,20,16.8,1.78,9.3
2019,9,14,21,15.3,1.87,8.58
2019,9,14,22,14.02,1.86,7.94
2019,9,14,23,13.06,1.71,7.38
2019,9,15,0,12.37,1.37,6.87
2019,9,15,1,11.84,1.04,6.44
2019,9,15,2,11.42,0.62,6.02
2019,9,15,3,11.08,0.16,5.62
2019,9,15,4,10.77,-0.24,5.26
2019,9,15,5,10.56,-0.48,5.04
2019,9,15,6,13.67,-0.54,6.56
2019,9,15,7,16.98,-0.81,8.08
2019,9,15,8,20.55,-1.71,9.42
2019,9,15,9,24.12,-2.97,10.57
2019,9,15,10,26.59,-4.21,11.19
2019,9,15,11,28.28,-5.48,11.4
2019,9,15,12,29.49,-6.48,11.51
2019,9,15,13,30.23,-7.15,11.54
2019,9,15,14,30.42,-7.62,11.4
2019,9,15,15,30.02,-7.9,11.06
2019,9,15,16,29.01,-7.94,10.54
2019,9,15,17,26.1,-6.99,9.55
2019,9,15,18,22.98,-6.52,8.23
2019,9,15,19,19.48,-4.67,7.4
2019,9,15,20,18.05,-1.59,8.23
2019,9,15,21,16.91,0.44,8.68
2019,9,15,22,15.97,0.94,8.45
2019,9,15,23,15.25,0.84,8.05
2019,9,16,0,14.62,0.66,7.64
2019,9,16,1,14.12,0.43,7.27
2019,9,16,2,13.65,0.19,6.91
2019,9,16,3,13.26,-0.05,6.61
2019,9,16,4,12.96,-0.28,6.34
2019,9,16,5,12.77,-0.54,6.12
2019,9,16,6,15.96,-0.71,7.62
2019,9,16,7,19.6,-0.95,9.32
2019,9,16,8,24.44,-1.94,11.25
2019,9,16,9,27.9,-2.37,12.76
2019,9,16,10,29.74,-2.42,13.66
2019,9,16,11,30.96,-2.55,14.21
2019,9,16,12,31.77,-2.68,14.55
2019,9,16,13,32.17,-2.67,14.76
2019,9,16,14,32.05,-2.51,14.76
2019,9,16,15,31.35,-2.21,14.57
2019,9,16,16,29.99,-1.7,14.15
2019,9,16,17,26.49,-0.69,12.9
2019,9,16,18,23.14,0.26,11.7
2019,9,16,19,21.96,1.23,11.6
2019,9,16,20,20.9,2.06,11.48
2019,9,16,21,19.78,2.47,11.12
2019,9,16,22,19.19,2.62,10.9
2019,9,16,23,19.1,2.69,10.9
2019,9,17,0,19.05,2.72,10.88
2019,9,17,1,18.86,2.7,10.78
2019,9,17,2,18.41,2.7,10.56
2019,9,17,3,18.09,2.69,10.4
2019,9,17,4,17.51,2.63,10.07
2019,9,17,5,16.75,2.5,9.62
2019,9,17,6,18.27,2.46,10.37
2019,9,17,7,21.83,2.41,12.12
2019,9,17,8,26.39,2.19,14.3
2019,9,17,9,28.63,1.48,15.05
2019,9,17,10,30.02,1.39,15.71
2019,9,17,11,31.03,1.26,16.15
2019,9,17,12,31.69,1.0,16.34
2019,9,17,13,31.98,0.73,16.35
2019,9,17,14,31.78,0.42,16.1
2019,9,17,15,31.05,0.11,15.58
2019,9,17,16,29.77,-0.16,14.8
2019,9,17,17,26.28,-0.2,13.04
2019,9,17,18,22.73,-0.13,11.3
2019,9,17,19,21.4,0.01,10.7
2019,9,17,20,20.25,0.16,10.21
2019,9,17,21,19.27,0.22,9.75
2019,9,17,22,18.44,0.19,9.32
2019,9,17,23,17.78,0.15,8.97
2019,9,18,0,17.26,0.12,8.69
2019,9,18,1,16.9,0.1,8.5
2019,9,18,2,16.69,0.12,8.4
2019,9,18,3,16.51,0.15,8.33
2019,9,18,4,16.38,0.18,8.28
2019,9,18,5,16.08,0.21,8.15
2019,9,18,6,17.62,0.33,8.98
2019,9,18,7,20.91,0.76,10.83
2019,9,18,8,25.66,2.12,13.9
2019,9,18,9,28.37,1.99,15.19
2019,9,18,10,30.03,1.97,16.0
2019,9,18,11,31.22,1.87,16.54
2019,9,18,12,31.95,1.68,16.81
2019,9,18,13,32.24,1.39,16.81
2019,9,18,14,31.83,0.98,16.4
2019,9,18,15,30.84,0.4,15.62
2019,9,18,16,29.3,-0.52,14.39
2019,9,18,17,26.23,-1.99,12.12
2019,9,18,18,22.88,-4.02,9.44
2019,9,18,19,21.3,-5.59,7.86
2019,9,18,20,19.72,-6.34,6.69
2019,9,18,21,18.16,-6.64,5.76
2019,9,18,22,16.88,-6.76,5.06
2019,9,18,23,15.85,-6.78,4.53
2019,9,19,0,15.1,-6.8,4.15
2019,9,19,1,14.53,-6.83,3.85
2019,9,19,2,14.01,-6.85,3.58
2019,9,19,3,13.57,-6.88,3.34
2019,9,19,4,13.23,-6.88,3.18
2019,9,19,5,12.98,-6.86,3.06
2019,9,19,6,15.36,-6.61,4.37
2019,9,19,7,18.71,-6.86,5.93
2019,9,19,8,23.78,-6.67,8.55
2019,9,19,9,27.73,-5.57,11.08
2019,9,19,10,29.73,-5.55,12.09
2019,9,19,11,31.15,-6.19,12.48
2019,9,19,12,32.11,-7.02,12.54
2019,9,19,13,32.57,-7.84,12.37
2019,9,19,14,32.55,-8.7,11.92
2019,9,19,15,31.9,-9.58,11.15
2019,9,19,16,30.46,-10.34,10.06
2019,9,19,17,25.4,-10.35,7.52
2019,9,19,18,21.67,-9.94,5.87
2019,9,19,19,20.15,-6.17,6.98
2019,9,19,20,18.24,0.14,9.19
2019,9,19,21,16.53,5.24,10.88
2019,9,19,22,15.05,6.76,10.9
2019,9,19,23,14.11,6.57,10.33
2019,9,20,0,13.53,5.98,9.76
2019,9,20,1,13.04,5.15,9.09
2019,9,20,2,12.55,4.23,8.39
2019,9,20,3,12.08,3.26,7.67
2019,9,20,4,11.66,2.3,6.98
2019,9,20,5,11.34,1.5,6.42
2019,9,20,6,14.1,1.12,7.61
2019,9,20,7,17.52,1.08,9.3
2019,9,20,8,22.54,0.47,11.5
2019,9,20,9,27.73,-1.6,13.07
2019,9,20,10,30.2,-2.94,13.63
2019,9,20,11,31.6,-3.85,13.87
2019,9,20,12,32.49,-4.79,13.85
2019,9,20,13,32.94,-5.86,13.55
2019,9,20,14,32.94,-6.95,13.0
2019,9,20,15,32.37,-7.95,12.21
2019,9,20,16,31.0,-8.75,11.12
2019,9,20,17,25.87,-8.9,8.48
2019,9,20,18,22.26,-9.85,6.21
2019,9,20,19,20.71,-11.17,4.77
2019,9,20,20,19.26,-12.77,3.25
2019,9,20,21,17.9,-13.02,2.44
2019,9,20,22,16.78,-10.42,3.18
2019,9,20,23,15.92,-6.24,4.84
2019,9,21,0,15.28,-3.78,5.75
2019,9,21,1,14.83,-3.07,5.88
2019,9,21,2,14.55,-2.89,5.83
2019,9,21,3,14.47,-2.74,5.87
2019,9,21,4,14.65,-2.48,6.09
2019,9,21,5,15.13,-2.17,6.48
2019,9,21,6,17.3,-1.77,7.76
2019,9,21,7,21.3,-1.52,9.89
2019,9,21,8,25.58,-0.67,12.45
2019,9,21,9,28.44,-0.05,14.19
2019,9,21,10,29.87,-0.22,14.83
2019,9,21,11,30.98,-0.51,15.23
2019,9,21,12,31.77,-0.82,15.48
2019,9,21,13,32.14,-1.16,15.49
2019,9,21,14,32.04,-1.37,15.33
2019,9,21,15,31.34,-1.41,14.97
2019,9,21,16,30.01,-1.27,14.37
2019,9,21,17,26.14,-0.93,12.61
2019,9,21,18,22.98,-0.77,11.1
2019,9,21,19,21.81,-0.7,10.55
2019,9,21,20,20.73,-0.67,10.03
2019,9,21,21,19.68,-0.64,9.52
2019,9,21,22,18.81,-0.62,9.09
2019,9,21,23,18.05,-0.54,8.76
2019,9,22,0,17.46,-0.43,8.51
2019,9,22,1,17.01,-0.27,8.37
2019,9,22,2,16.66,-0.06,8.3
2019,9,22,3,16.53,0.13,8.33
2019,9,22,4,16.23,0.3,8.26
2019,9,22,5,15.8,0.47,8.14
2019,9,22,6,18.36,0.69,9.52
2019,9,22,7,22.61,0.65,11.63
2019,9,22,8,26.31,0.65,13.48
2019,9,22,9,28.1,0.26,14.18
2019,9,22,10,29.33,-0.52,14.4
2019,9,22,11,30.17,-1.45,14.36
2019,9,22,12,30.73,-2.55,14.09
2019,9,22,13,30.94,-3.81,13.56
2019,9,22,14,30.72,-4.98,12.87
2019,9,22,15,29.83,-5.88,11.97
2019,9,22,16,28.23,-6.57,10.83
2019,9,22,17,24.43,-6.56,8.93
2019,9,22,18,20.58,-6.73,6.93
2019,9,22,19,18.98,-6.74,6.12
2019,9,22,20,17.66,-6.62,5.52
2019,9,22,21,16.57,-6.26,5.15
2019,9,22,22,15.75,-5.64,5.05
2019,9,22,23,15.2,-5.1,5.05
2019,9,23,0,14.83,-4.66,5.08
2019,9,23,1,14.36,-4.38,4.99
2019,9,23,2,13.9,-4.08,4.9
2019,9,23,3,13.6,-3.66,4.97
2019,9,23,4,13.36,-3.17,5.09
2019,9,23,5,13.14,-2.6,5.27
2019,9,23,6,15.4,-1.93,6.73
2019,9,23,7,18.36,-1.39,8.48
2019,9,23,8,23.79,-0.15,11.82
2019,9,23,9,26.9,0.45,13.68
2019,9,23,10,28.64,-0.24,14.2
2019,9,23,11,29.83,-1.05,14.4
2019,9,23,12,30.64,-1.65,14.5
2019,9,23,13,30.79,-1.99,14.4
2019,9,23,14,30.33,-2.03,14.15
2019,9,23,15,29.39,-2.06,13.66
2019,9,23,16,27.86,-2.46,12.69
2019,9,23,17,24.64,-3.08,10.78
2019,9,23,18,21.22,-3.7,8.76
2019,9,23,19,19.4,-3.99,7.71
2019,9,23,20,17.9,-3.66,7.12
2019,9,23,21,16.76,-2.97,6.9
2019,9,23,22,15.94,-2.33,6.8
2019,9,23,23,15.56,-1.88,6.84
2019,9,24,0,15.51,-1.6,6.96
2019,9,24,1,15.48,-1.41,7.04
2019,9,24,2,15.34,-1.24,7.05
2019,9,24,3,15.08,-1.09,6.99
2019,9,24,4,14.67,-0.95,6.86
2019,9,24,5,14.13,-0.86,6.64
2019,9,24,6,15.56,-0.73,7.42
2019,9,24,7,19.3,-0.58,9.37
2019,9,24,8,23.46,-0.18,11.64
2019,9,24,9,25.61,-3.02,11.29
2019,9,24,10,27.13,-5.63,10.75
2019,9,24,11,28.27,-7.17,10.55
2019,9,24,12,28.98,-7.79,10.59
2019,9,24,13,29.19,-7.77,10.71
2019,9,24,14,28.88,-7.63,10.62
2019,9,24,15,28.04,-7.63,10.21
2019,9,24,16,26.58,-7.74,9.42
2019,9,24,17,22.46,-7.66,7.4
2019,9,24,18,19.05,-7.52,5.76
2019,9,24,19,17.73,-7.34,5.19
2019,9,24,20,16.48,-7.07,4.71
2019,9,24,21,15.32,-6.74,4.29
2019,9,24,22,14.29,-6.42,3.94
2019,9,24,23,13.42,-6.13,3.65
2019,9,25,0,12.69,-5.89,3.4
2019,9,25,1,12.13,-5.72,3.21
2019,9,25,2,11.73,-5.6,3.07
2019,9,25,3,11.45,-5.47,2.99
2019,9,25,4,11.12,-5.35,2.89
2019,9,25,5,10.74,-5.24,2.75
2019,9,25,6,11.87,-5.06,3.4
2019,9,25,7,15.55,-4.99,5.28
2019,9,25,8,20.35,-8.52,5.91
2019,9,25,9,23.48,-12.11,5.69
2019,9,25,10,25.8,-13.96,5.91
2019,9,25,11,27.58,-15.11,6.23
2019,9,25,12,28.7,-15.77,6.47
2019,9,25,13,29.18,-16.13,6.52
2019,9,25,14,29.06,-16.27,6.39
2019,9,25,15,28.34,-16.19,6.08
2019,9,25,16,26.72,-15.7,5.51
2019,9,25,17,21.08,-14.6,3.24
2019,9,25,18,18.04,-13.9,2.07
2019,9,25,19,16.76,-12.79,1.99
2019,9,25,20,15.65,-11.37,2.14
2019,9,25,21,14.68,-9.77,2.45
2019,9,25,22,13.9,-8.29,2.8
2019,9,25,23,13.29,-7.24,3.02
2019,9,26,0,13.01,-6.62,3.19
2019,9,26,1,13.15,-6.2,3.48
2019,9,26,2,13.37,-5.8,3.79
2019,9,26,3,13.43,-5.42,4.01
2019,9,26,4,13.36,-5.08,4.14
2019,9,26,5,13.18,-4.77,4.2
2019,9,26,6,14.55,-4.38,5.08
2019,9,26,7,18.66,-4.12,7.27
2019,9,26,8,22.85,-2.19,10.33
2019,9,26,9,26.11,-1.38,12.37
2019,9,26,10,27.9,-1.7,13.1
2019,9,26,11,29.19,-1.83,13.68
2019,9,26,12,30.07,-1.88,14.09
2019,9,26,13,30.42,-2.0,14.21
2019,9,26,14,30.22,-2.18,14.01
2019,9,26,15,29.46,-2.26,13.6
2019,9,26,16,28.05,-2.19,12.93
2019,9,26,17,24.08,-1.96,11.06
2019,9,26,18,21.37,-1.77,9.8
2019,9,26,19,20.31,-1.64,9.33
2019,9,26,20,19.22,-1.55,8.83
2019,9,26,21,18.19,-1.46,8.37
2019,9,26,22,17.3,-1.35,7.97
2019,9,26,23,16.48,-1.24,7.62
2019,9,27,0,15.8,-1.2,7.3
2019,9,27,1,15.29,-1.21,7.04
2019,9,27,2,14.86,-1.26,6.8
2019,9,27,3,14.48,-1.3,6.58
2019,9,27,4,14.12,-1.35,6.38
2019,9,27,5,13.78,-1.4,6.19
2019,9,27,6,15.91,-1.41,7.25
2019,9,27,7,20.69,-1.43,9.63
2019,9,27,8,24.86,-1.66,11.6
2019,9,27,9,27.01,-2.45,12.28
2019,9,27,10,28.46,-3.63,12.42
2019,9,27,11,29.59,-4.52,12.54
2019,9,27,12,30.31,-4.95,12.68
2019,9,27,13,30.52,-5.28,12.62
2019,9,27,14,30.18,-5.76,12.21
2019,9,27,15,29.17,-6.44,11.37
2019,9,27,16,27.39,-7.09,10.15
2019,9,27,17,23.55,-7.49,8.03
2019,9,27,18,20.05,-7.62,6.21
2019,9,27,19,18.37,-7.46,5.45
2019,9,27,20,16.87,-7.04,4.92
2019,9,27,21,15.65,-6.55,4.55
2019,9,27,22,14.73,-6.11,4.3
2019,9,27,23,13.94,-5.7,4.12
2019,9,28,0,13.3,-5.31,4.0
2019,9,28,1,12.75,-5.01,3.87
2019,9,28,2,12.19,-4.81,3.69
2019,9,28,3,11.68,-4.62,3.53
2019,9,28,4,11.23,-4.44,3.4
2019,9,28,5,10.84,-4.24,3.3
2019,9,28,6,13.23,-4.01,4.61
2019,9,28,7,18.19,-3.82,7.18
2019,9,28,8,22.72,-3.25,9.73
2019,9,28,9,25.47,-1.81,11.83
2019,9,28,10,27.19,-1.34,12.92
2019,9,28,11,28.44,-1.43,13.51
2019,9,28,12,29.29,-1.73,13.78
2019,9,28,13,29.65,-2.14,13.76
2019,9,28,14,29.48,-2.6,13.44
2019,9,28,15,28.68,-2.95,12.86
2019,9,28,16,27.04,-3.02,12.01
2019,9,28,17,23.43,-2.69,10.37
2019,9,28,18,20.19,-2.2,8.99
2019,9,28,19,18.85,-1.86,8.49
2019,9,28,20,17.87,-1.67,8.1
2019,9,28,21,17.06,-1.57,7.74
2019,9,28,22,16.39,-1.5,7.44
2019,9,28,23,15.79,-1.43,7.18
2019,9,29,0,15.25,-1.31,6.97
2019,9,29,1,14.77,-1.1,6.83
2019,9,29,2,14.37,-0.88,6.74
2019,9,29,3,14.05,-0.72,6.67
2019,9,29,4,14.11,-0.61,6.75
2019,9,29,5,13.94,-0.52,6.71
2019,9,29,6,15.46,-0.39,7.53
2019,9,29,7,19.1,-0.31,9.4
2019,9,29,8,23.15,-0.85,11.15
2019,9,29,9,25.98,-1.92,12.03
2019,9,29,10,27.82,-2.31,12.76
2019,9,29,11,29.08,-2.23,13.42
2019,9,29,12,29.81,-2.37,13.73
2019,9,29,13,30.01,-2.54,13.73
2019,9,29,14,29.73,-2.63,13.55
2019,9,29,15,28.88,-2.63,13.12
2019,9,29,16,27.37,-2.59,12.39
2019,9,29,17,24.4,-2.76,10.82
2019,9,29,18,21.6,-3.13,9.23
2019,9,29,19,19.68,-3.42,8.12
2019,9,29,20,18.13,-3.31,7.4
2019,9,29,21,17.08,-2.91,7.08
2019,9,29,22,16.37,-2.41,6.98
2019,9,29,23,15.71,-1.94,6.89
2019,9,30,0,15.08,-1.56,6.76
2019,9,30,1,14.46,-1.26,6.6
2019,9,30,2,13.85,-1.02,6.41
2019,9,30,3,13.26,-0.88,6.19
2019,9,30,4,12.7,-0.82,5.94
2019,9,30,5,12.21,-0.8,5.7
2019,9,30,6,13.82,-0.73,6.55
2019,9,30,7,17.97,-0.75,8.61
2019,9,30,8,22.06,-1.59,10.24
2019,9,30,9,24.62,-2.18,11.22
2019,9,30,10,26.43,-2.38,12.02
2019,9,30,11,27.68,-2.71,12.48
2019,9,30,12,28.47,-3.16,12.65
2019,9,30,13,28.71,-3.56,12.58
2019,9,30,14,28.46,-3.72,12.37
2019,9,30,15,27.66,-3.71,11.98
2019,9,30,16,26.14,-3.53,11.3
2019,9,30,17,22.55,-3.2,9.68
2019,9,30,18,19.6,-2.92,8.33
2019,9,30,19,17.98,-2.7,7.64
2019,9,30,20,16.63,-2.41,7.11
2019,9,30,21,15.51,-2.13,6.69
2019,9,30,22,14.51,-1.87,6.32
2019,9,30,23,13.64,-1.64,6.0
2019,10,1,0,13.01,-1.46,5.78
2019,10,1,1,12.62,-1.28,5.67
2019,10,1,2,12.26,-1.13,5.57
2019,10,1,3,11.92,-0.99,5.46
2019,10,1,4,11.62,-0.9,5.36
2019,10,1,5,11.37,-0.85,5.26
2019,10,1,6,12.35,-0.77,5.8
2019,10,1,7,16.15,-0.73,7.71
2019,10,1,8,20.19,-2.76,8.72
2019,10,1,9,23.12,-6.27,8.43
2019,10,1,10,25.1,-8.56,8.26
2019,10,1,11,26.65,-10.4,8.12
2019,10,1,12,27.72,-11.8,7.96
2019,10,1,13,28.21,-12.9,7.65
2019,10,1,14,28.11,-13.54,7.29
2019,10,1,15,27.42,-13.11,7.15
2019,10,1,16,25.89,-11.44,7.23
2019,10,1,17,21.26,-9.49,5.88
2019,10,1,18,18.48,-8.27,5.11
2019,10,1,19,17.13,-7.31,4.91
2019,10,1,20,15.87,-6.49,4.69
2019,10,1,21,14.84,-5.89,4.48
2019,10,1,22,14.01,-5.55,4.23
2019,10,1,23,13.3,-5.37,3.97
2019,10,2,0,12.65,-5.22,3.71
2019,10,2,1,12.05,-5.08,3.48
2019,10,2,2,11.55,-4.96,3.3
2019,10,2,3,11.34,-4.94,3.2
2019,10,2,4,11.46,-4.97,3.25
2019,10,2,5,11.57,-5.0,3.29
2019,10,2,6,13.2,-4.95,4.12
2019,10,2,7,17.18,-4.94,6.12
2019,10,2,8,21.1,-4.63,8.23
2019,10,2,9,23.72,-4.18,9.77
2019,10,2,10,25.42,-4.0,10.71
2019,10,2,11,26.66,-4.35,11.15
2019,10,2,12,27.38,-5.1,11.14
2019,10,2,13,27.6,-6.02,10.79
2019,10,2,14,27.37,-6.78,10.29
2019,10,2,15,26.66,-7.2,9.73
2019,10,2,16,25.19,-7.36,8.92
2019,10,2,17,20.24,-7.45,6.39
2019,10,2,18,17.62,-7.62,5.01
2019,10,2,19,16.48,-6.74,4.87
2019,10,2,20,15.6,-4.83,5.39
2019,10,2,21,14.96,-2.63,6.16
2019,10,2,22,14.4,-0.96,6.73
2019,10,2,23,13.82,-0.24,6.79
2019,10,3,0,13.24,-0.13,6.55
2019,10,3,1,12.71,-0.24,6.23
2019,10,3,2,12.15,-0.48,5.83
2019,10,3,3,11.67,-0.81,5.43
2019,10,3,4,11.35,-1.12,5.12
2019,10,3,5,11.32,-1.33,4.99
2019,10,3,6,12.09,-1.41,5.34
2019,10,3,7,14.88,-1.39,6.74
2019,10,3,8,19.25,-1.22,9.01
2019,10,3,9,24.05,-0.45,11.8
2019,10,3,10,26.0,0.08,13.04
2019,10,3,11,27.21,0.51,13.87
2019,10,3,12,27.93,0.83,14.38
2019,10,3,13,28.19,1.09,14.64
2019,10,3,14,27.91,1.37,14.64
2019,10,3,15,27.09,1.87,14.48
2019,10,3,16,25.69,2.64,14.16
2019,10,3,17,22.63,3.44,13.04
2019,10,3,18,21.1,3.8,12.45
2019,10,3,19,20.52,3.92,12.22
2019,10,3,20,19.57,4.0,11.79
2019,10,3,21,17.92,4.06,10.99
2019,10,3,22,16.58,4.15,10.37
2019,10,3,23,15.67,4.23,9.95
2019,10,4,0,14.99,4.29,9.64
2019,10,4,1,14.43,4.3,9.37
2019,10,4,2,13.94,4.3,9.12
2019,10,4,3,13.55,4.3,8.93
2019,10,4,4,13.12,4.28,8.7
2019,10,4,5,12.51,4.26,8.38
2019,10,4,6,13.08,4.2,8.64
2019,10,4,7,16.63,4.11,10.37
2019,10,4,8,20.78,1.7,11.24
2019,10,4,9,23.0,-1.58,10.71
2019,10,4,10,24.69,-4.53,10.08
2019,10,4,11,26.09,-7.1,9.5
2019,10,4,12,27.12,-9.2,8.96
2019,10,4,13,27.59,-10.87,8.36
2019,10,4,14,27.41,-12.02,7.69
2019,10,4,15,26.6,-12.72,6.94
2019,10,4,16,24.88,-12.94,5.98
2019,10,4,17,19.29,-12.48,3.4
2019,10,4,18,17.02,-11.75,2.63
2019,10,4,19,15.7,-9.36,3.17
2019,10,4,20,14.24,-5.48,4.38
2019,10,4,21,12.97,-1.49,5.74
2019,10,4,22,11.61,1.9,6.76
2019,10,4,23,10.18,4.15,7.16
2019,10,5,0,9.07,5.51,7.29
2019,10,5,1,8.27,6.15,7.21
2019,10,5,2,7.64,6.19,6.91
2019,10,5,3,7.12,5.8,6.46
2019,10,5,4,6.68,5.27,5.98
2019,10,5,5,6.31,4.75,5.53
2019,10,5,6,7.69,4.26,5.98
2019,10,5,7,10.76,3.69,7.23
2019,10,5,8,15.69,1.86,8.77
2019,10,5,9,19.81,0.07,9.94
2019,10,5,10,22.24,-1.47,10.38
2019,10,5,11,23.85,-2.81,10.52
2019,10,5,12,24.87,-3.86,10.5
2019,10,5,13,25.4,-4.72,10.34
2019,10,5,14,25.46,-5.41,10.03
2019,10,5,15,24.94,-5.95,9.5
2019,10,5,16,23.68,-6.2,8.74
2019,10,5,17,20.56,-5.99,7.29
2019,10,5,18,18.58,-5.74,6.42
2019,10,5,19,16.9,-5.03,5.94
2019,10,5,20,15.25,-4.01,5.62
2019,10,5,21,13.65,-3.02,5.31
2019,10,5,22,12.36,-2.46,4.94
2019,10,5,23,11.43,-2.43,4.5
2019,10,6,0,10.83,-2.67,4.08
2019,10,6,1,10.58,-2.94,3.82
2019,10,6,2,10.58,-3.22,3.68
2019,10,6,3,10.66,-3.52,3.57
2019,10,6,4,10.58,-3.86,3.36
2019,10,6,5,10.19,-4.23,2.98
2019,10,6,6,10.55,-4.57,2.99
2019,10,6,7,14.01,-4.89,4.56
2019,10,6,8,18.53,-4.49,7.01
2019,10,6,9,21.84,-5.62,8.12
2019,10,6,10,23.51,-7.45,8.03
2019,10,6,11,24.67,-6.09,9.29
2019,10,6,12,25.25,-2.94,11.15
2019,10,6,13,25.32,-1.46,11.93
2019,10,6,14,24.58,-1.6,11.5
2019,10,6,15,23.55,-2.64,10.45
2019,10,6,16,22.2,-4.02,9.09
2019,10,6,17,19.1,-5.06,7.01
2019,10,6,18,16.36,-5.78,5.29
